    271.74                             0.00000
    227.16                          3185.94607
    213.12                         18027.37144
    273.24                             0.00000
    138.24                            97.34566
    205.48                          4933.44377
    137.06                            21.60218
    103.78                             0.00000
    117.18                             0.00000
    274.20                             0.00000
    206.12                          5916.60666
    138.96                           217.21823
    222.00                         10221.04871
    104.10                             0.00000
    264.38                             0.00001
    140.78                          1142.13045
    175.76                           126.11209
    152.98                          1634.73778
    100.88                             0.00000
    275.54                             0.00000
    277.98                             0.00000
    207.40                          8157.40100
    283.66                             0.00000
    274.66                             0.00000
    139.62                           420.96643
    105.06                             0.00000
    151.08                          4074.37340
    203.52                          2582.11586
    126.62                             0.00000
    217.26                         17728.08398
    100.84                             0.00000
    101.16                             0.00000
    102.14                             0.00000
    103.46                             0.00000
    104.26                             0.00000
    105.52                             0.00000
    106.58                             0.00000
    107.88                             0.00000
    108.76                             0.00000
    109.60                             0.00000
    110.20                             0.00000
    111.36                             0.00000
    112.54                             0.00000
    113.70                             0.00000
    114.98                             0.00000
    115.02                             0.00000
    116.54                             0.00000
    117.56                             0.00000
    118.38                             0.00000
    119.54                             0.00000
    120.82                             0.00000
    121.92                             0.00000
    122.66                             0.00000
    123.06                             0.00000
    124.20                             0.00000
    125.38                             0.00000
    126.60                             0.00000
    127.22                             0.00000
    128.30                             0.00000
    129.54                             0.00000
    130.70                             0.00006
    131.92                             0.00142
    132.02                             0.00180
    133.60                             0.05949
    134.18                             0.18824
    135.38                             1.64629
    136.58                            10.91650
    137.04                            21.01383
    138.80                           183.08040
    139.92                           555.85352
    140.64                          1023.55049
    141.22                          1581.76496
    143.00                          4459.36428
    143.70                          5960.04984
    144.70                          8092.16762
    145.02                          8694.30906
    146.46                         10339.62373
    147.02                         10377.85426
    148.62                          8712.82832
    150.00                          6090.49744
    150.58                          4969.37922
    151.02                          4177.14903
    152.32                          2296.84095
    153.86                          1027.11109
    154.68                           684.45668
    155.22                           544.40315
    156.84                           359.72709
    157.62                           331.61323
    158.02                           322.25309
    159.36                           294.02957
    160.90                           252.24089
    161.68                           231.27350
    162.26                           219.01002
    163.50                           209.80543
    164.66                           226.87845
    165.02                           236.83169
    166.36                           285.29704
    167.02                           310.32417
    168.72                           351.91787
    169.02                           353.72509
    170.46                           335.34888
    171.86                           282.06383
    172.78                           237.68929
    173.40                           207.71123
    174.60                           157.37788
    175.10                           141.41481
    176.18                           120.06374
    177.94                           126.19386
    178.04                           127.95759
    179.82                           177.62809
    180.64                           207.18806
    181.70                           244.52272
    182.76                           274.57714
    183.30                           285.26979
    184.46                           294.98702
    185.08                           292.30197
    186.24                           273.43025
    187.68                           230.63910
    188.34                           206.77915
    189.34                           169.08661
    190.34                           132.77000
    192.00                            82.91026
    192.74                            66.82962
    193.90                            51.50859
    194.56                            49.43257
    195.24                            53.80344
    196.02                            69.45199
    197.70                           164.04803
    198.54                           261.09367
    199.08                           349.50613
    200.94                           885.07930
    201.48                          1131.06126
    202.44                          1701.20938
    203.18                          2274.99215
    204.48                          3607.79671
    205.16                          4480.69202
    206.44                          6444.92333
    207.08                          7567.34975
    208.48                         10249.75536
    209.06                         11406.67236
    210.84                         14822.77026
    211.46                         15872.50782
    212.62                         17495.99343
    213.78                         18550.59161
    214.02                         18687.87228
    215.76                         18805.69257
    216.36                         18496.08961
    217.92                         16961.77162
    218.10                         16726.92587
    219.58                         14473.36966
    220.50                         12883.78037
    221.98                         10256.06960
    222.56                          9254.26902
    223.02                          8485.23606
    224.02                          6917.39687
    225.02                          5522.06255
    226.08                          4253.16877
    227.86                          2610.30486
    228.36                          2251.18263
    229.30                          1683.14458
    230.10                          1297.66071
    231.96                           678.73075
    232.94                           471.15425
    233.02                           457.00205
    234.44                           261.44235
    235.02                           206.22165
    236.56                           107.13268
    237.14                            82.95339
    238.02                            55.75121
    239.54                            27.35468
    240.86                            14.37003
    241.74                             9.23793
    242.40                             6.58952
    243.48                             3.74714
    244.34                             2.36647
    245.34                             1.37170
    246.66                             0.65621
    247.08                             0.51689
    248.94                             0.17559
    249.74                             0.10915
    250.64                             0.06345
    251.28                             0.04293
    252.04                             0.02686
    253.58                             0.01021
    254.70                             0.00499
    255.28                             0.00343
    256.12                             0.00198
    257.18                             0.00098
    213.16                         18064.99283
    260.00                             0.00015
    260.58                             0.00010
    261.16                             0.00007
    262.02                             0.00004
    263.48                             0.00001
    264.30                             0.00001
    265.22                             0.00000
    266.42                             0.00000
    267.98                             0.00000
    268.02                             0.00000
    269.94                             0.00000
    270.76                             0.00000
    271.02                             0.00000
    272.02                             0.00000
    273.42                             0.00000
    274.92                             0.00000
    275.18                             0.00000
    276.02                             0.00000
    277.02                             0.00000
    278.72                             0.00000
    279.72                             0.00000
    280.54                             0.00000
    281.02                             0.00000
    282.78                             0.00000
    283.72                             0.00000
    284.18                             0.00000
    285.10                             0.00000
    286.34                             0.00000
    287.04                             0.00000
    288.28                             0.00000
    289.12                             0.00000
    290.40                             0.00000
    291.02                             0.00000
    292.30                             0.00000
    293.62                             0.00000
    294.46                             0.00000
    295.86                             0.00000
    296.86                             0.00000
    297.44                             0.00000
    298.92                             0.00000
    299.72                             0.00000
    172.56                           248.50000
    226.78                          3536.00364
